,tweet,label
1653,Kalo bagian itu mah standart Level noob Tersinggung nya cuma dibilang alay sama orang yang foto profilnya gituu Menyakitkan lohh Aslii,anger
1654,"terpesona, ku pada pandangan pertamaa~",surprise
1655,Penat mengharap,disgust
1656,"Dulu cinta bet duetnya vincent desta. Makin lama diikutin, vincent bikin terpesona terus astaganagah",surprise
1657,"Bagaimana, baik-baik sajakah kamu ? Gadis penganggu itu, apa perlu kutangani. Risih, menyebalkan. Aku lebih suka senyummu yang menenangkan. Sudah, jangan terlalu diperhatikan. Ingat, disini ada aku. Aku akan selalu jadi sandaranmu, buatlah kisah denganku. Bagaimana keputusanmu?",disgust
1658,Aku tersinggung eg asu :v,anger
1659,Pansus. : Perjuangan Panja. : Dagelan Mereka Tak mau Berjuang tegakkan kebenaran mrk hanya mau Dagelan lindungi rezim korup. Selamat Dagelan disenayan rakyat sdh muak padamu.,disgust
1660,"Setuju utk seojun Gue jg ceweknya lebih ngefeel Seolhyun, tp gue takut dia di judge klo ada apa2 Utk suho, Jin BTS tuh mukanya mirip deh....",fear
1661,semoga sengsara di awal bahagia diahir..aamiin,sadness
1662,"Weh aku juga pas manggil mas ke orang, dia juga kaya yang tersinggung gt gatau kenapa",anger
1663,"ana braniin nglaporin ke wali klsny,, eh pas ana k kantin tau""ny mreka sma tmen skelas dah ngmpul aj bkin acra buat mrahin ana smpe"" udh ad yg bwa potongan bmbugk ngrti ana kan ngbelain mreka, tpi ko mreka mlah ikutn murka jg, tpi untungny dtng guru Pjkrgjdi dimarahin deh",anger
1664,"Anjeng. Jangan tersinggung ya, emang bukan yang pas. Gue lebih gasuka kalian di sindir. Jadi gue tegur",anger
1665,Smpai penat la..smpai dh x terkeluar air mata tpi hati menagis like termenung..and then pling penat msa x boleh tidur(insomnia) pejam mata ada ja bnda2 buruk terfikir 3 or 4 pgi bru tidur..and tiap2 hari mimpi org yg sma..sedih..sedih sngt2 masa tu..masa tu la,disgust
1666,"Megahnya bercakap. Tuhan uji beza beza ye. Huh Sibaik la time aku break dulu walaupun insomnia, termenung hari2, berendam air mata, result drop sikit, masih dean every sem, syukur sebab lecturer aku tak belittle aku macam dia buat skrg ni",joy
1667,Hanya kesal dan kecewa. Dia bilang apa.. Terus dia nglakuin apa,anger
1668,"Suka heran sama orang-orang yang baru putus trus lansung dapat yang baru, mana cantik-cantik lagi Kok bisa ya, Apa itu yang dinamakan fakboi ?",surprise
1669,"Sejak itu, ia memutuskan untuk tidak pernah lagi melangakahkan kakinya ke mesjid. Malamnya, ia pergi ke cafe/bar masih merasa gugup dan terguncang, ia tidak sengaja menumpahkan minumannya di meja.",fear
1670,Awww aku terkejut serius segitu termasuk hemat bgt?????,surprise
1671,"ambil dah, muak bgt gue",disgust
1672,"Prestasinya naikan iuran bpjs, dan bikin rakyat tambah sengsara.",anger
1673,Asal kamunya juga senang,joy
1674,"Abis ngecek salah satu aplikasi buat belanja online dan terkejut. Harga masker 30k/box. Oke, beli deh gapapa masih make sense harganya. Pas mau di checkout dan cek ongkir, 850k. Ongkir doang. Monmaap ni ya, itu pengiriman darimana? Pluto?",surprise
1675,"Aku nih udah cemas, takut skripsi banyak revisian",fear
1676,Gimana klo ada guru yang suka makan jam pelajaran lain? Ngeri gurunya ya ga makan nasi lagi,fear
1677,Udara dingin tuh bisa gw nikmatin betul2 sebelum nikah sih. Kalo udah kenal kawin mah maunya di rumah aja. Heran deh. Hahahaha salam dari laki2 yg ga kenal seks sblm nikah. Pengembaraanku berhenti stlh kawin. Xiixixixi,surprise
1678,"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yg di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yg ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik...",sadness
1679,Benci gw setiap wat nyanyi pasti di akhir lirik matanya natap si tine.. ckckck Beruntung bgt lu tineeeee,anger
1680,"kan,hmmm tak sabar plus penat plus nk ada duit",disgust
1681,"bangga donggg, udh bisa bikin kelompok drumband nih wkwkwk",joy
1682,"Si ezol blm plng"" q mlh mimpi aneh bgt y Allah.. da yg mayat tiba"" bangun trs mnt maaf sm ibu bpk da yg iwan udh plng mlh q gk ketemu sm Ezol lg da yg q marai ezol trs ezol marah dan pergi dr rumah q.q kejar udh gk bs da yg q udh menikah sm org trs ezol slh phm blok semua akun q",fear
1683,nanti nadip terpesona,surprise
1684,"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yg di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yg ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik...",anger
1685,Woy gugup,fear
1686,Syukur alhamdulillah smoga lolos ucl musim depan dan optimis tetep di puncak klasemen,joy
1687,Lama lama makan muak,disgust
1688,"bila lagi nak larang penggunaan lori uzur di jalanraya, rakyat lain sengsara hadap jam setiap hari. Business owners saja Nak kaut untung dan hidup senang, rakyat lain susah tak pa.",anger
1689,terlampau penat sampai tak tau nak pura pura okay macam mana dah,disgust
1690,Duka daya ne sai dai idan photoshop kikayi kika turo mishi,sadness
1691,iya emg cuman kan dari sekian banyak anak nct yg dipilih tuh jeno. that's why kita bangga sama dia,joy
1692,"mau nahan juga malah jadi nyakitin diri sendiri gasii hmm gimana ya, b aja sih cuma kalo udah keseringan bgtbgtbgt risih liatnya. 16",disgust
1693,mon maap kalo w diginiin risih.,disgust
1694,"Lucu bgt sih kalo kecewa gini aku, haha",sadness
1695,"OH... WOW.. AKU.TERKEJUT PERCAYA GA SI W NGOMONG ""GILA GILA GILA GILA 99+"" literally di ulang ulang wkwkwkkw",surprise
1696,"liat profil twttr nya piatek mas.... agak kecewa sih cuma mo gmn lg, setelah ganti nomer punggung jd bapuk",sadness
1697,weh ani je tak penat weh hahahaahsha,disgust
1698,Udah sabar dari dulu.. Muak,disgust
1699,Kok bisa gitu ya wkwkwk ato mungkin dia gugup?,joy
1700,"Ya bayangin lah kamu punya bias dikatain plastik, atau dikatain jelek. Mau gak? Yaudah, kalau dari awal kamu nggak ngomong aneh2 pasti kamu gaakan diginiin. Aku juga tersinggung kalo hobiku dijelekin orang. Memang dia ngomongnya kasar itu ga boleh, tapi dari km harus introspeksi.",anger
1701,takut cicak. gw juga bakal takut kalo satu ruangan sama cicak,fear
1702,Iyaaa ternyata beomie ke backstage ngobatin luka dia Sebenarny gue pribadi dari tadi emang khawatir juga cuma tetep thinking positive trus ingetin moa yg lain Tp naluri seorang ibu(?) selalu benar wkwk ternyata beomie kenapa2 Syukur lah cuma luka kecil,joy
1703,Sedih aku bukannya streaming eh ada yg download mv mas kapas,sadness
1704,"Hari ini aku dapet kabar pengumuman nama-nama siswa yang terdaftar di SNMPTN 2020. Dan setelah aku cek di laman web nya, ternyata namaku gak ada. Aku nangis sejadi-jadinya saking kecewa berat akan hal itu. Ternyata otakku gak setinggi itu ya :""(",sadness
1705,Esokla pantek sksksksk mok tido aku penat HAHAHAHAAH,disgust
1706,Kadang syukur,joy
1707,belom berani ber iklan sih takut boncos :'),fear
1708,"Prnh ketemu org tatoan di gereja gatau si gereja mana (yg jelas bukan gereja w) cowo cakep tatonya lumayan banyak di tgn, trs w lgsg yg kaya terpesona gtu bukan karena cakepnya asli tp karena dia tatoan dan g malu ke gereja huhu maw bgt....",surprise
1709,"eh gue nemu miranda versi gede nih, kemarin gue pake puas banget anjrit parahhh",joy
1710,Tandanya dia kecewa dengan diri dia sebab tak mampu bagi kasih sayang yang yg secukupnya dkt org yg dia cinta,sadness
1711,Takut projek hilang kot,fear
1712,So true my crush already have a gf but bila jumpa dia yaallah perasaan suka tu masih ada penat dibuang,sadness
1713,"Kataku dua bulan lalu, padahal ngeliat member sendiri-sendiri dan buat group baru aja udah ga sanggup dan langsung galau. Salah ga sih aku berharap X1 jadi utuh lagi? Sedih",sadness
1714,Aku banget gugup dikit juga bawaannya pengen stay di toilet,fear
1715,"Karna kalo kamu menahan nangis takut kejadian kaya aku. Kasian dirimu bisa di benci org lain, kasian nanti kamu gak ada temennya, kasian kamu juga nanti di omongin tetangga, kasian kamu juga di musuhin satu rumah. Jangan kaya aku yah. Semoga menjadi pelajaran",fear
1716,yasssssssss. muak dah,disgust
1717,"PLISS GAISS JGN DIKASIH PANGGUNG, APALAGI DI DM DM KEK YG KMRN TU JINGAN JUANCO ASU JANGAN KASI PANGGUNG PAHAM KAGA DUH GUSTI AK MURKA",anger
1718,Katanya nyokap tau yg terbaik pih. Tp sedangkan bokap gue aja ngebalikin lagi ke gue. Gamau kesel tapi gimana yaallah tiap taun kejadian mulu kayak begini. Udh 2 taun muak juga sama bahasan nikah jodoh taaruf dll,anger
1719,"PERNAH DIPUTUSIN GEGARA TEMEN COWO NGEBALES STORY IG ""EH SIA TIIRAHA RESEP KOPI"" DOI LANGSUNG MURKA DAN AING GA NYESEL NGEIYAIN PAS DIA BILANG PUTUS.",anger
1720,Terkejut dengan kemunculan figuran pada ending itaewon class,surprise
1721,Puas hati gila dengaq dato rizalman beletiaq kat depa2 tuh dengan loghat utara. Biaq padan muka depa. Baru ada akai. Sengap pa masing2 pasni,joy
1722,"Sebenarnya aku adalah tipe orang yang mageran jika tak ada alasan yang jelas untuk pergi ke suatu tempat. Pada awalnya aku berniat menolaknya. Namun Rey bilang dia ingin menembak seseorang. Sebagai teman, aku senang dan ingin membantunya sebisaku.",joy
1723,"awalnya risih diliatin trs, pas tau auto uwuuu",disgust
1724,"g harus, risih lah. tapi tergantung orgnya.",disgust
1725,"Wqwq gak apa kokkkk, ngeri aja ketawan kalo mau nyepik lalaki",fear
1726,Dengan senang hati,joy
1727,"Kelebihan gua : Dulu gua gak suka tuh sama yang namanya Bowo yang tiktokan, dan sampe sekarang booming gua ttp gak tertarik. Tapi banyak yang maenin sampe cowo melet melet lidahnya sambil tiktokan. cuma pen bilang, Gak pantes lu KNTL!!! JIJIK, ALAY!! Maap ngegas",anger
1728,astagfirullah maap kasar abis kesal,anger
1729,lebih baik diyam kalian yaaa atau saya murka,anger
1730,"Lagi beresin lemari, nemu diary jaman2 awal masuk kuliah, ngakak dan geli2 jijik gimana gitu bacanya wqwq",disgust
1731,Hm kecewa laa hati ni,sadness
1732,"yaelah cupu lo, mainnya lewat base, sini maju lo, biar dimusnahin sama sedunia twitter. heran gue manusia sampah kayak lo ada di dunia. cih",surprise
1733,Sebagai yang fanatik bola saya merasa tersinggung,anger
1734,"Alhamdulillah Mbak Syantik..... W0ng Nd3So ma emang MissQueen Tapi tak membuat MissQuenn Pemahaman.... Heheheee Separah2x Pak Jokowi,,,, Bliau Presiden 2 Priode n Ane Gak Nyesel Milih Bliau... Mba'e Dua X Salah Plih n 2x Kalah.... Masih BanGga dan Bahagia.....",joy
1735,"Harus tetep bikin anak comfort sm kita (guru) adalah hal terpenting utk tenaga pendidik. Ambil hati nya,maka ia akan mendengarkan segala ucapan dari mu Thats true , sy udh ngerasain.. 3 tahun berdiri di Dunia pendidikan ini banyak sekali suka duka nya.. Mulai dari anak &amp; ortunya",sadness
1736,Maaf nak cakap.. Tapi kita patut lihat apa yang ditegur bukan siapa yang menegur.. Sorry kalau tersinggung,anger
1737,"Segalanya di ributin, sampe heran akutu. Emg dia ngerti ga alasan kenapa kita di panggil rumput? Kita fandomya warna ijo bgtu kan?",surprise
1738,"Bener. Ada temenku yg bagiku udah berubah. Gak kayak dulu, awalnya sedih, kezel, kecewa, tp ya mau gimana, masa dipaksa sama terus kan gak mgkn. Pdhl bs jd aku jg udh beda di mata mereka",sadness
1739,gun ketawanya puas banget pas ada yg teriak 'phi rhun sarangheyo',joy
1740,IYA BANG MARAHIN ISH KESAL KALI AKU EMANG SI IPUL PANTEK,anger
1741,Jijik anjirrr,disgust
1742,[mrasa kesal],anger
1743,"Nampak nya korang semua masih mentah, masih bocah. Masih belum kenal apa itu kari ngeri.",fear
1744,Janji jiwa sek mgkn wkw ya kita gatau kan ada yg tersinggung ga kl ngasih2,anger
1745,Klik link yutup nya gaes! Kali aja terpesona,surprise
1746,Pekanbaru Terpesona sama suaranya,surprise
1747,Tidur mimpi mesen burger sama sundae pas mau makan malah bngun sedih,sadness
1748,Dia jd bgtu.. awalnya pp mm g tau bgimana aku hrs brthan slma berthun2 bgini sndirian.. mm pp pun sdh g mau aku berurusan lg dn NP wlau bbrp kli skretaris ny mghbgi. Aku cukup kecewa aku ga bisa melanjutkan s2 ku tapi ternyata Tuhan punya rencana yg lebih baik..,sadness
1749,"Makin ngeri aja Liat berita,sama ngerinya tidak kerja saat ini",fear
1750,"itu simbol negara, saya mantan paskibra sangat sedih melihat itu, bahkan murka.",anger
1751,"Gue Bangga banget bisa kenal . Dari dulu sampai sekarang tetap follback gue meski berkali gue tumbang . Maaf kalau yg lain masih suka pilihan , tapi gak semuanya juga begitu . Salam Hormat bang Teman yang sesungguhnya.",joy
1752,"Jangan bosan menghadapiku, maafkan aku jika sering membuatmu sedih kesal marah dan jangan pernah menyesal untuk mencintaiku",fear
1753,Entah apa yang aku rasain sekarang. Kangen kesel benci keluh kesah semuanya campur jadi satu dihati.,anger
1754,pengen gw anterin ki tapi ngeri kalo situ bersin,fear
1755,Cwo yg diem juga tetep ngeri,fear
1756,terkejut ak terheran heran,surprise
1757,Bangga bgt,joy
1758,Lagu lama di putar2 malu uang rakyat buat gaji dirimu.....wahai kpk,sadness
1759,giliran nu piduiteun anyiiing tanpa malunya konfirmasi berkontrivbusi dlm penbuatan lagu. siateh gimanapun juga ujungnya mah tetep manpaatin diakan? kalo hanbin milih keluar sendiri aing ge ga baklan murka,anger
1760,dan dia akhirmya terpesona sm mark wkwk,joy
1761,"Mau nonton tell me what you saw, tapi rada takut gitu.. katanya mirip voice ? lah gue nnton voice cuma sampai 3 episode gara2 parno agak ngeri sendiri jadinya nnton drama ocn, soalnya dramanya udah kayak movie,terasa nyata",fear
1762,Manusia paling kotor..... Jijik liat mukanya...,disgust
1763,"Misii numpang ngakak,,huahaaa,,puas lo sukurin",anger
1764,"Nampak simple je kan sebarkan pasal bazar? tapi berpuluh ribu peniaga kecil bazar confirm terkejut &amp; panic kalau baca benda ni, gila betul",surprise
1765,Mutualan aja syukur aw,joy
1766,"Peletku dahsyat juga ya ternyata, semua cewek bisa terpesona. Jadi bangga",joy
1767,Ampun mas ampooon... Gajadi dah saya yg ngeri malah...,fear
1768,"Dikira Cuma Hubungan Menantu dan Ibu Mertua, Ternyata Diam-diam 2 Orang Ini Telah Melahirkan Seorang Anak, Hati Siapa Tak Murka?",anger
1769,kalo aku bangga dan jadiin motivasi juga,joy
1770,[Merasa kesal] pen banting meja,anger
1771,"Laah knp heran? Kan buatan Dimata sipit kadal..dah biasa itu. Yg justru heran adl, kok masih setia aja bisnis ma mrk",surprise
1772,Persib ga kalah ngeri juga mang,fear
1773,"Dan silent moment happened. Awkward gilaa sumpah. Tapi acah2 lah berlakon tak kenal each other cehhh. Tapi bab terkejut tu memang tak boleh nak cover. Fuhh tenang kan diri jap dengan pandang orang kiri kanan. Dia pun amik pemadam, cuci dekat cip tu. ""Cip ni kotor ni"" kata beliau",surprise
1774,Apa yang Ada di otak cewek perusak hubungan orang? Heran gua Apa emng gak ada otak? Yg ngebantuin biar jadian apalagi,surprise
1775,ME TOO! paling benci digedor kalo lagi di kamar mandi hhhhhhhhhhhhhhhhhhh,anger
1776,Mbae tersinggung wkwk,joy
1777,biar kaya di wpwp gitu ya [aww malu bgtt],sadness
1778,"Kau adalah jiwa paling berkemungkinan besar memberi saya rasa kecewa. Serta, kau adalah jiwa paling berkesempatan memberi saya rasa harap.",sadness
1779,Seperti itu bikin malu az tuh yg nyinyir ke pa anies,sadness
1780,"... dikurangi jika keadaan si pemilik tubuh stabil. Ia mengatakan hal itu dengan penuh perhitungan, karena takut mengatakan hal yang salah juga karena ingin membantu keadaan si pasien yang tidak ingin dibawa ...",fear
1781,Dia gugup,fear
1782,suda muak huhu,disgust
1783,Gw dulu sekali konseling 500rb tapi ngerasa puas karna mental gw bisa sehat lagi ampe skrg,joy
1784,Kecewa biasa . Santuy aja kali akh. Tau gak sih jalanan itu tmpt yg unik lu bisa jumpa org dri mana aja yg gak lu tau. Mana tau jodoh lu ada diantar org2 yg pernah lu jumpai dijalanan kn wkwkw,sadness
1785,"Ngirim lewat DM anjir ngeri bgt kan, udh gue suruh putusin aja. Alhamdulillah temen gue nurut. Karna temen gue udh bener muak. Soal nya si cowok ini tiap berantem pasti jln sama cewek lain. Nah ini udh puncak nya .",fear
1786,Siklus gajian Gajian - belanja - bayar cicilan - makan Dan ngopi santuy - mulai kaget- mulai cemas Mulai berharap gajian lagii,fear
1787,Kesal gue. Mereka fans apa iblis yah,anger
1788,gabisa aku gamau ya km salah paham trs. mending diomongin enak enakan aja [mrasa kesal] [tp ttp sabar],anger
1789,"keluarga lagi, aku ngga bisa, kadang bunda atau bibi becandain aku, biasanya aku bakal respon, sekarang aku cuma bakal senyum tanpa ngomong apapun. Sebegitu kecewanya ya, kecewa ternyata juga bisa di akibatkan oleh keluarga.",sadness
1790,"pas dianya suka balik, aku ga suka lagi ke dia, malah jijik astaghfirullah",disgust
1791,Mgkn dia sewot krn bagian dr kelompok yg suka merampok uang rakyat.... Mosok 100 hari perampokan2 BUMN semakin ugal2an lbh ngeri dr sby.... Usut tuntas dana pilpres jokowi... BUMN jagan dijadikan korban utk kemenengan dan kekuasaan.,fear
1792,Syukur nikmat,joy
1793,"Ngeri kan kalo misalnya mau beli kebutuhan pokok dilarang, kita ngelawan, habislah kita.",fear
1794,Di Eropa sini gw perhatikan sayurannya banyak yg diimpor dari Afrika. Gak tau karena emang lebih murah atau karena pemerintahnya malas dan gak pro rakyat. Maklum Uni Eropa adalah organisasi pro elit. Sering kecewa lihat sayuran yg mesti diimpor dari jauh. Polusi &amp; gak pro lokal.,sadness
1795,"Udah 2020 masi ada yg ngomong2 cebong kampret, heran",surprise
1796,Wah ngeri mas . Malah samaoyo grantes keno kuwi,fear
1797,Serius ada yang langsung report gitu? Wah jadi takut GA lagi .-.,fear
1798,Aku terima makanannya.. Tapi masih murka,anger
1799,"Parah, tidak ada sama sekali membela kepentingan rakyat, dgn kayak gini makin sengsara rakyat, bisa banyak yang di ciduk nanti dgn dasar uu ini",sadness
1800,"Plus, I'm not good looking pun, korang duk try2 abg last2 bila tgk abg face to face korang kecewa. Ah sudah, maleh aku. The point is: I'm not looking for a relationship. Nak notty2 sikit tu maybe boleh la, tapi I'm not gonna invest perasaan/hati dan masa sbb abg dah puas kecewa.",sadness
1801,Negara takut bertindak,fear
1802,Ga kebayang kalo injun murka,fear
1803,"Betul. Setuju sama masnya. Saya juga kpopers dan saya ga ngerasa disenggol ko. Toh emang bener kalo bias saya dikatain sama pacar, pasti saya tersinggung.",anger
1804,"Kesal karena menggangu saat jam rush hour itu sih, kenapa ga berangkat dari pagi",anger
1805,"5. ak anak bontot, alyas anak yg sering disuru suru mulu ma kakaknya hnggg kesal",anger
1806,Saya follow Desa dan u guys punye story line.... And this recent post make me feel...... Urghhhh.... So sad. Bukan mudah nak melepaskan dia pergi begitu sahaja slps byk up story suka duka dgn meow tercinta *am i crying..... Ohhh shut up*,sadness
1807,"Heran, klo masuk kerja pasti dada nya sakit, kmaren stay di rumah gk knpa napa..",surprise
1808,"Yauda woles aja dit. Gw cina &amp; gw ga tersinggung sm sekali kok dgn twit2 lama lu. Semua orang bs salah di masa lalu &amp; itu yg menjadikan lo jd sosok yg lebih baik skrg. Black widow said ""I don't judge people by their worst mistakes"". Gw tetep pengagum karya2 lu dit. Keep it up",joy
1809,saya kesal berbicara sama anda.,anger
1810,Aku jugak benci kacang di bubur ayam.,anger
1811,"Aku benci betul bila tengah syok otak sedap tiba2 kau tak happy, macam hey apa aku kena buat? Surely aku kena tolong kau but hey, wtf man dia bukan bini kau?? Tapi dia kawan kau man, manusia pula tu! Wajib tolong lah kan?? Arghhh aku just nak tidur je pun!! Tapi dia pun kan??",anger
1812,"Saya bangga dng warga surabaya bisa mengolah sampah jadi energy, beda dng warga jakarta mengolah SAMPAH jadi GEBRENER ....keren lah warga jakarta.. Samlah ya sampah",joy
1813,melihat ftku di hpe lama membuat ak jijik,disgust
1814,Dreamies beneran kaya bocah tk yg kalo mau manggung dikasih mainan gambar gambaran biar ga gugup atau bosen di Backstage,fear
1815,aku syak ada heart attack ni. terkejut tiba2 myvi tu masuk kiri,surprise
1816,"emang sih, gw juga terpesona",surprise
1817,"Pak, pernah gasi Bapak ngerasa di mana lagi masa2 ga enak badan, nah itu tuh ga enak bgt buat ke kantor, belom lagi kalo nanti pusing, penat, ngerjainya pun jadi ga maksimal Pak, gimana kalo saya izin aja hari ini. Yakan",disgust
1818,"Lama2 aku muak bgt bud sama oknum2 kek gitu sumpah eneg bgt rasanya malah benci bgt bukankah mereka2 ngelakuin kek gitu bikin image agamanya jadi buruk dimata penganut lain, ya sumpah lama2 ni negri ini pada bubar klo lama2 pada mabok agama gini",disgust
1819,Makin muak dengan tingkah,disgust
1820,Penat lah aku tengok orang sweet ni.,disgust
1821,Makan sekali dah muak,disgust
1822,Org xpernah puas hati biasalah.,anger
1823,"Sedih gk sih, nyawa melayang2 Hanya krn jokes . Disisi lain banyak nyawa berjatuhan krn misi kemanusiaan, perjuangan melawan penyakit, perjuangan memperoleh hak Dan kesetaraan.",sadness
1824,Gugup tak bergerak,fear
1825,"Heran aku sama orang-orang yang minta skripsi dihapus, gatau aja gimana rasa niqmat dan lega nya pas skripsi dah kelar. Lagian kau kuliah dengan ga tamat tepat waktu juga ga menjadikan kau hina, kuliah tamat tepat waktu juga ga menjamin banyak/sedikit ilmu yang kau dapat.",surprise
1826,"Nyesek dipendem, kangen dipendem, cemburu juga dipendem, kecewa dipendem, bahkan nangis juga dipendem..sampe sakit dada :')",sadness
1827,Good luck and all the best Sofyan. Bangga dengan anak muda macam kau yang showcase talent sendiri ke persada dunia.,joy
1828,Misal: Hope = Aku ingin kinan rajin membaca Kenyataan : 1. kinan bisa mau bisa nolak 2. Kinan nolak aku stres karna ga sesuai hope Trus aku kudu menyerah saja. Ngikut aja daah kin. Ga usah belajar literasi2. Kinan baca syukur . Ga pun gpp. Gitu kah?,joy
1829,"Udh tau dark jokes malah minta empati lagi, goblog, tau arti dark jokes ga si? Heran bgt heran nih gue mah aslii da da daa wkwkwk",joy
1830,gue heran se bucin ini w sama akashi aksdkfhskdj udah re watch kurobas s1-3 7x mana nonton last game berkali kali lebih dari 10x dah,surprise
1831,"Kesal cri , yang udah mah udah, nanti ada T baru juga lu gabakalan dukung",anger
1832,"so point dia kat sini, perangai babi ke, muka comel ke, fake friends ke, toxic people ke, yang paling jijik sekarang orang yang senang percaya dengan fitnah &amp; batu api ni, aiyoooo downgrade main facebook jela",anger
1833,"seriously before this i took corona for granted, but now it hurts. adu domba dimna"", ksulitan eknomi, sntimen"" ngtif ngalir trus, ihsg anjlok, death, phk, no-job, menengah pasrah, bawah sengsara, yg atas jg ga lbh bgus. kita semua kena dampaknya kok, dont take it personal.",sadness
1834,"Apa lgi yg bner"" mngerti kita dlm susah maupun senang",joy
1835,jijik banget gua sama cewek halu kebangetan trs liat cogan dikit uwawuwaw sampe usik rlnya,disgust
1836,Bener wkwk got kecewa endingnya zam,joy
1837,Aku tertipu oleh parasmu duhai juliaa,surprise
1838,Iyaaaa kaakk... Kalo kebanyakan cabe gitu.. kalo cuma jadi melilit mules masih mending.. Kalo perut kakak panas itu yang ngeri menyiksa,fear
1839,"Foto jepret sendiri, ngedit slogan sendiri bangga banget gue",joy
1840,Fuh puas hahahahahaha,joy
1841,huftttt aku gugup.,fear
1842,Beler selalu heran dah gue wkwkk,joy
1843,Emoticon admin sm town pleaseee gua murka bgt kalo liat emot itu gtau kenapa. Eh tapi kalo mo ngirim gua ke korut gpp ada kapten ryu,anger
1844,"walaupun agak sedikit kecewa karena turun, tp gapapa. insyaallah aku ikhlas, karena emg susah ngehadepin bipolarku. belum terbiasa jadi ngerasa aneh sama diri sendiri. intinya tetap semangat. terus optimis dan berdoa semoga Allah dan Semesta mengijinkan.",sadness
1845,Lagi jalan ketemu arwin Sariminnya lgi beli mangga Ciee yang dapet Membuatku semaqin bangga uwu,joy
1846,Nahh.... ngeri kan...ujung2nya rakyat jg yang kena..,fear
1847,"Sudah berapa kali kecewa --tak sesuai mimpi dan rencana-- Sudah berapa kali lelah dan ingin berhenti --musnah tak terlaksana-- Sudah berapa lama kau memendam itu semua tanpa ada perubahan nyata, ((Yang membuat kami berair mata)) Tak lelahkah menerka tanpa kata? *Numpang bib wkw",sadness
1848,"Ku dari awal debut suka sih.. cuman ya gitu,sekarang kecewa aja sama fansnya.",sadness
1849,Tgk lah gambar saya pasti mimpi ngeri,fear
1850,"taktahu lah kenapa tapi tetiba teringat, nak prank aimie sebab dia cakap besar sangat kata tak takut hantu. At last, farisha yang menangis sebab terkejut sangat",surprise
1851,font: bebas asal bkn comic sans. bpk muak,disgust
1852,syukur la aku tkpernah miss reply chat kau hahaha,joy
1853,Pasti oppa! Doain aja ya hehe Wiiii syukur kalau baik teruss,joy
1854,HAHAHAHAHAHA dahla aku penat,disgust
1855,"Short hair haha kemaren baru aja potong soalnya risih rambut di bawah bahu, tapi sebenernya pengen nyoba ranbut panjang biar kaya idol2",disgust
1856,"termasuk diri ini yang sangat emosi saat mengetahui dia bukan oppa2 :"" Jaman the unit gw capek bgt karena tertipu 2 kali. Gw kira Jun sama hangyul itu 94 an... TERNYATA 97 sama parah bgt 99 *tertipu atas asumsi sendiri*",surprise
1857,Yang gue benci dan keselin adalah kenapa dibuang kelaut terakhirnya. Laut bukan tempat sampah!,anger
1858,Rasis bgt ya Allah Segera berikan mereka azabbbbb Kesal bangett,anger
1859,"Penimbun masker ditunggu kabar baiknya, duka misalnya",sadness
1860,"Risih lah, cringe bgt. Lu siapa gua anjir",disgust
1861,Cin km sebagai CL luvers mengenali aku gk?? *jijik bgt sok mau dikenal,disgust
1862,Walaupun kecewa tahun ini gagal dapet target 3 piala,sadness
1863,"10 thn yg lalu twit di akun lama w sih isinya juga jijik banget, emang yg lain gagitu ya?",disgust
1864,Ngeri banget,fear
1865,"Terimakasih atas diriku karena mampu menerjang tiap badai, tiap anak panah masih sanggup kamu lawan. Terimakasih karena masih percaya padaku bahwa aku tidak semudah itu dikalahkan duka. Percayalah hati, lebih dari ini pernah kita lalui Terimakasih karena masih percaya itu !!!!!",joy
1866,"aku tau kamu tidak akan pernah bisa membalas. aku tak apa, aku baik baik saja. ini sudah jalanku, mencintaimu sendirian selama 4 tahun merupakan perjalanan yg luar biasa. sedih senang pernah kita lalui sebagai sahabat terbaik saat itu. sehat sehat disana ya,",joy
1867,"Lek aku wes murka nder, soale keluargaku lek liburan metu omah jarang2, tepak ngene maro gak dijak, suckit.",anger
1868,Ngeri kalo hujan air panas,fear
1869,kalo jijik si keterlaluan hha wong muntah jg karna dimasukin tytyd dia,disgust
1870,"Hahahaha, kau punye jgn tunjuk mat. Warna bulu dgn kulit lebih kurang sama dahh. Jijik. Hahaha. Mat, bulan 2 nie aku plan nak ke Kedah, nak makan kueh tiaw yg top tuh. Pape nanti aku call ehh.",disgust
1871,biasanya aku beli di shopee id nya marlimandar mau beli yg share in jar/full top semua selalu puas,joy
1872,"Co, ngeri banget gak sih? Tanyain dong statusnya.",fear
1873,Ya takutnya si Raja Baper tersinggung nti Sby Ngigau,fear
1874,"KO UDAHAN SIH VELL terkejut gue baru buka twit trus liat ini ga ikhlas cerita mereka tamat. Bakal kangen apa yg mereka lakuin dri awal smpe skrg. Pdhl pengen liat mereka tinggal serumah lagi terus ngapain aja, nikah, berantem lagi, sampe punya anak",surprise
